ID	GrossMonthlyIncome	CreditCardPayment	CarPayment	StudentLoanPayments	AppraisedValue	DownPayment	LoanAmount	MonthlyMortgagePayment	CreditScore
450	2516	434	359	211	453217	22660.85	430556.15	1815.24	811
451	8653	231	481	318	456988	50268.68	406719.32	1714.75	600
452	5328	276	407	404	280454	47677.18	232776.82	981.4	817
453	9053	399	424	429	254946	45890.28	209055.72	998.06	769
454	5445	300	451	398	499161	39932.88	459228.12	2753.3	668
455	3883	499	372	353	483782	33864.74	449917.26	2147.97	757
456	3185	222	410	201	465562	107079.26	358482.74	2149.29	688
457	5476	385	468	261	378593	60574.88	318018.12	2115.78	640
458	9475	461	357	228	459286	128600.08	330685.92	2426.46	594
459	2302	497	431	249	357208	57153.28	300054.72	1996.27	605
460	8093	263	403	362	379939	72188.41	307750.59	1469.25	797
461	3167	262	430	392	369585	73917	295668	1967.09	628
462	7074	297	350	301	418621	25117.26	393503.74	2887.39	571
463	7746	340	387	281	479446	129450.42	349995.58	1670.93	787
464	5055	387	479	211	230738	48454.98	182283.02	768.51	849
465	2339	475	437	326	286247	34349.64	251897.36	1202.6	777
466	8622	254	384	414	489773	107750.06	382022.94	2290.42	665
467	7907	471	374	280	246631	17264.17	229366.83	1683.01	574
468	8333	487	462	227	302613	24209.04	278403.96	1852.23	632
469	3307	215	488	243	231586	64844.08	166741.92	1109.34	628
470	6627	362	369	326	413910	45530.1	368379.9	2208.62	670
471	9018	417	403	244	465541	79141.97	386399.03	1844.73	780
472	9292	481	382	409	461881	120089.06	341791.94	1441.01	834
473	2166	477	463	222	386780	38678	348102	1868.69	742
474	7254	302	436	212	354980	46147.4	308832.6	1657.88	743
475	4005	432	499	258	342466	58219.22	284246.78	1198.4	840
476	6992	323	407	243	289539	52117.02	237421.98	1274.53	710
477	3958	421	467	273	461324	27679.44	433644.56	1828.26	846
478	9837	467	462	250	286287	54394.53	231892.47	977.67	806
479	6386	247	369	432	336203	97498.87	238704.13	1431.15	684
480	5868	396	401	381	424307	106076.75	318230.25	1519.28	759
481	5105	485	415	400	320836	35291.96	285544.04	1363.23	771
482	7662	253	391	389	438145	87629	350516	1477.79	843
483	7535	210	487	237	358779	82519.17	276259.83	2027.1	539
484	9929	348	382	392	330712	36378.32	294333.68	1764.68	670
485	6379	422	445	320	257773	36088.22	221684.78	1626.64	513
486	8495	402	478	342	429540	55840.2	373699.8	2742.08	584
487	8015	252	380	406	340781	78379.63	262401.37	1925.41	538
488	5112	498	480	399	482071	24103.55	457967.45	2745.75	689
489	8176	231	422	406	434444	56477.72	377966.28	1804.47	798
490	5828	207	492	388	324492	35694.12	288797.88	1921.38	629
491	9733	412	389	346	400208	92047.84	308160.16	1847.58	681
492	4063	294	400	335	462456	106364.88	356091.12	1700.03	758
493	6312	397	351	327	386100	19305	366795	2691.41	588
494	8152	288	385	342	379818	98752.68	281065.32	2062.36	600
495	7648	491	369	300	470708	28242.48	442465.52	3246.66	574
496	4980	292	351	405	318263	66835.23	251427.77	1844.89	531
497	6283	474	385	221	311758	81057.08	230700.92	1692.8	508
498	6211	432	430	446	283246	50984.28	232261.72	1704.25	550
499	3973	344	412	251	279328	75418.56	203909.44	1094.63	741
500	3406	300	356	362	393830	114210.7	279619.3	1501.06	709
501	8494	437	406	366	338877	84719.25	254157.75	1364.37	713
502	5485	308	497	403	308135	43138.9	264996.1	1117.23	805
503	9639	320	452	244	461953	27717.18	434235.82	3186.27	516
504	2923	358	492	348	231068	67009.72	164058.28	783.24	766
505	2512	304	383	301	340079	37408.69	302670.31	1624.8	715
506	3226	470	467	374	340443	91919.61	248523.39	1823.58	544
507	6448	466	479	366	404200	117218	286982	1909.3	625
508	8553	379	397	201	291933	37951.29	253981.71	1522.75	663
509	5275	355	375	427	315849	69486.78	246362.22	1038.67	821
510	6355	432	409	332	277887	63914.01	213972.99	902.12	819
511	5029	342	377	361	303401	87986.29	215414.71	1580.64	584
512	4987	451	410	339	470624	89418.56	381205.44	2536.17	625
513	9227	314	477	367	279188	64213.24	214974.76	1577.41	532
514	8368	372	353	405	436647	113528.22	323118.78	1937.26	669
515	2199	216	432	204	336558	70677.18	265880.82	1768.91	613
516	7266	217	378	439	307950	55431	252519	1064.63	801
517	2671	270	388	334	329563	75799.49	253763.51	1362.26	738
518	7838	315	478	367	234277	32798.78	201478.22	1478.38	596
519	7740	328	445	418	486791	116829.84	369961.16	1559.77	802
520	9643	316	388	294	230743	20766.87	209976.13	1127.2	741
521	7825	382	391	422	384582	30766.56	353815.44	1899.36	727
522	3976	426	417	261	344004	68800.8	275203.2	2019.34	558
523	5371	354	449	269	435298	95765.56	339532.44	2491.37	543
524	7481	274	482	449	269354	18854.78	250499.22	1666.58	614
525	5986	317	388	205	334439	33443.9	300995.1	1437	757
526	9409	348	460	334	286162	51509.16	234652.84	1721.8	586
527	7731	392	498	257	334479	33447.9	301031.1	2002.77	615
528	8520	229	475	347	365134	65724.12	299409.88	1429.43	773
529	4220	410	388	264	434587	34766.96	399820.04	1685.66	843
530	4484	375	479	438	411510	78186.9	333323.1	2217.61	631
531	7630	274	455	350	414442	53877.46	360564.54	2161.77	652
532	9639	473	492	293	478767	81390.39	397376.61	1897.14	754
533	4666	288	460	288	354859	24840.13	330018.87	1771.61	701
534	2199	268	404	433	463523	111245.52	352277.48	2112.08	660
535	2381	414	397	369	237199	56927.76	180271.24	967.73	707
536	6554	241	494	203	279891	16793.46	263097.54	1577.4	691
537	5018	214	422	331	264510	63482.4	201027.6	1475.07	547
538	3538	465	428	207	315785	31578.5	284206.5	1356.85	788
539	6578	445	455	308	439594	21979.7	417614.3	2778.4	609
540	8453	353	449	404	286658	65931.34	220726.66	1184.91	708
541	6349	248	483	200	293727	44059.05	249667.95	1191.95	777
542	6637	483	434	319	435514	43551.4	391962.6	2876.08	528
543	8646	390	375	243	365250	43830	321420	1534.51	774
544	8220	252	377	381	252728	17690.96	235037.04	1122.1	750
545	2016	479	419	361	257009	46261.62	210747.38	1546.39	541
546	8723	435	355	253	367217	69771.23	297445.77	2182.55	649
547	4568	304	352	421	472053	56646.36	415406.64	3048.11	568
548	5250	225	444	315	323295	51727.2	271567.8	1992.67	594
549	7090	474	452	342	306602	30660.2	275941.8	1654.41	676
550	4046	370	405	368	494845	34639.15	460205.85	3376.83	521
551	8463	342	417	343	283084	36800.92	246283.08	1322.1	724
552	4401	265	434	350	314708	40912.04	273795.96	1154.33	826
553	2067	224	498	250	306667	42933.38	263733.62	1935.18	581
554	6670	375	376	403	477916	119479	358437	2630.08	558
555	7688	300	435	295	285190	79853.2	205336.8	1506.69	533
556	2785	330	498	227	265153	34469.89	230683.11	972.57	831
557	8569	499	435	321	277984	30578.24	247405.76	1043.07	824
558	4645	306	434	202	324131	68067.51	256063.49	1222.49	768
559	2643	242	373	326	399137	115749.73	283387.27	2079.4	589
560	2065	355	495	272	322007	67621.47	254385.53	1866.59	557
561	7524	381	498	284	258400	74936	183464	773.49	809
562	8168	457	451	380	468561	70284.15	398276.85	2387.87	667
563	2780	381	477	304	273494	19144.58	254349.42	1214.3	766
564	4927	305	476	362	232342	18587.36	213754.64	1568.46	512
565	3574	333	406	320	485620	43705.8	441914.2	2109.77	760
566	9159	226	353	330	288787	51981.66	236805.34	1737.59	523
567	7942	403	420	309	279919	16795.14	263123.86	1930.71	595
568	2317	486	407	288	293698	20558.86	273139.14	1304.01	781
569	7394	338	448	410	483748	53212.28	430535.72	2055.44	772
570	7458	388	457	324	385958	77191.6	308766.4	2265.62	579
571	7225	320	355	221	490756	83428.52	407327.48	2442.13	690
572	9883	289	398	449	426542	85308.4	341233.6	1629.1	769
573	8400	219	350	292	405798	48695.76	357102.24	2620.29	555
574	5643	215	468	253	469024	117256	351768	2581.15	570
575	8239	213	498	264	259874	41579.84	218294.16	1452.32	611
576	7519	236	456	411	336434	43736.42	292697.58	1947.32	602
577	8967	458	469	361	256394	66662.44	189731.56	1392.18	557
578	8204	496	392	379	361902	101332.56	260569.44	1398.79	722
579	3795	298	459	372	390255	50733.15	339521.85	2258.85	632
580	3609	462	399	298	373412	100821.24	272590.76	1634.32	670
581	4801	397	454	287	397505	107326.35	290178.65	1385.36	796
582	5350	256	483	441	450586	85611.34	364974.66	2678.05	512
583	3730	424	484	242	446324	49095.64	397228.36	2381.58	654
584	9059	368	422	246	388459	89345.57	299113.43	1793.34	686
585	4152	244	430	315	398272	71688.96	326583.04	1376.89	806
586	4728	231	483	234	326766	35944.26	290821.74	2133.95	509
587	3259	486	443	329	456542	59350.46	397191.54	1896.25	784
588	5864	290	416	244	479479	139048.91	340430.09	1625.27	772
589	8930	392	424	286	386056	42466.16	343589.84	2285.91	606
590	5393	203	355	387	499962	34997.34	464964.66	2787.7	651
591	7755	404	477	204	241919	41126.23	200792.77	1203.85	670
592	9972	335	415	280	243445	31647.85	211797.15	892.95	823
593	3864	419	467	257	460564	87507.16	373056.84	2002.65	730
594	8886	409	443	344	328156	62349.64	265806.36	1950.39	533
595	4521	260	361	341	395411	75128.09	320282.91	2350.12	523
596	6813	267	391	254	231129	30046.77	201082.23	1475.47	590
597	2266	321	492	219	337327	64092.13	273234.87	2004.9	595
598	7677	348	374	316	255032	40805.12	214226.88	1425.26	622
599	7379	259	368	300	295453	35454.36	259998.64	1395.73	746
600	7018	365	365	360	399281	99820.25	299460.75	1607.57	714
601	7745	446	386	446	499524	114890.52	384633.48	2822.3	568
602	8554	309	474	234	405946	97427.04	308518.96	1656.2	748
603	5899	487	382	315	275999	74519.73	201479.27	1478.38	513
604	5380	281	433	253	302489	15124.45	287364.55	1371.92	781
605	3770	274	402	253	392098	23525.88	368572.12	2704.45	575
606	6991	222	352	437	396314	59447.1	336866.9	2471.81	509
607	3049	213	498	240	315638	28407.42	287230.58	1722.09	679
608	6934	270	454	372	438155	100775.65	337379.35	2475.57	556
609	5180	409	388	255	405615	105459.9	300155.1	1265.47	846
610	5014	219	368	386	340003	81600.72	258402.28	1233.65	759
611	5785	274	423	382	496593	54625.23	441967.77	2110.02	762
612	9556	499	437	391	419723	58761.22	360961.78	1723.29	763
613	5601	373	496	341	476136	57136.32	418999.68	1766.52	815
614	2359	264	426	319	287311	37350.43	249960.57	1662.99	614
615	2639	442	359	243	411481	24688.86	386792.14	2838.14	555
616	5470	248	368	449	352020	59843.4	292176.6	1394.9	797
617	2938	284	379	206	275738	68934.5	206803.5	1517.45	557
618	3578	460	428	442	336044	80650.56	255393.44	1699.14	640
619	4263	218	490	403	393687	106295.49	287391.51	1211.65	847
620	7609	288	474	423	451551	99341.22	352209.78	1484.93	810
621	4474	326	457	308	295660	62088.6	233571.4	1553.96	612
622	8712	367	354	342	234835	49315.35	185519.65	995.91	727
623	9921	375	387	285	337291	53966.56	283324.44	2078.93	508
624	7460	277	436	385	431878	38869.02	393008.98	2109.76	729
625	4987	434	351	284	282483	19773.81	262709.19	1254.21	777
626	8638	447	361	365	338201	27056.08	311144.92	1485.45	760
627	3364	240	412	225	232112	27853.44	204258.56	1498.78	504
628	7667	360	443	223	269674	35057.62	234616.38	1120.09	795
629	9301	271	431	271	329605	42848.65	286756.35	1907.8	616
630	6600	426	379	366	341597	81983.28	259613.72	1904.95	568
631	8976	210	411	238	439978	61596.92	378381.08	2031.23	724
632	3538	406	363	357	250183	32523.79	217659.21	1597.11	530
633	6901	232	497	256	301244	42174.16	259069.84	1723.6	627
634	4876	274	393	218	304079	63856.59	240222.41	1289.57	735
635	6487	301	495	320	462614	120279.64	342334.36	1634.36	771
636	7392	352	362	290	348186	100973.94	247212.06	1813.95	533
637	5040	260	404	298	309683	86711.24	222971.76	1483.44	640
638	6136	276	479	235	463879	88137.01	375741.99	2252.76	680
639	8277	350	433	434	271363	65127.12	206235.88	869.5	812
640	8271	427	427	371	413137	90890.14	322246.86	2364.53	547
641	2973	413	482	352	375839	52617.46	323221.54	2150.4	620
642	6705	253	353	420	249389	34914.46	214474.54	1151.35	726
643	5126	454	419	351	342193	65016.67	277176.33	1323.28	796
644	3484	382	399	397	418066	104516.5	313549.5	1683.2	743
645	2712	204	388	383	476677	114402.48	362274.52	1527.36	835
646	5564	245	442	431	296643	77127.18	219515.82	1610.73	579
647	3164	420	417	286	298450	35814	262636	1409.89	723
648	5337	461	472	207	263659	31639.08	232019.92	1107.7	787
649	2533	299	410	416	235805	40086.85	195718.15	934.39	783
650	8070	461	461	415	394576	47349.12	347226.88	1863.99	734
651	9386	250	486	300	441695	79505.1	362189.9	2657.62	520
652	2483	340	430	299	441352	101510.96	339841.04	1824.34	724
653	2341	362	385	267	486623	82725.91	403897.09	1928.27	784
654	2760	208	374	228	467060	42035.4	425024.6	2281.62	717
655	3156	418	485	325	310276	65157.96	245118.04	1033.43	803
656	2035	249	489	319	266366	77246.14	189119.86	1387.69	581
657	9161	219	493	364	323945	16197.25	307747.75	2258.14	650
658	8569	297	493	435	495251	104002.71	391248.29	2100.31	725
659	7865	469	453	406	494688	24734.4	469953.6	3448.35	531
660	9895	248	452	370	259736	54544.56	205191.44	865.1	826
661	3111	250	395	387	363549	21812.94	341736.06	2507.54	553
662	9696	265	399	203	415140	37362.6	377777.4	2027.99	714
663	3016	346	461	275	340860	27268.8	313591.2	1683.43	719
664	7765	419	437	223	273072	27307.2	245764.8	1803.34	586
665	8392	498	488	411	330877	79410.48	251466.52	1060.19	824
666	5414	400	353	414	431721	56123.73	375597.27	2498.86	605
667	4360	389	487	269	291470	34976.4	256493.6	1376.91	732
668	9867	438	485	221	393982	110314.96	283667.04	2081.45	594
669	9315	255	485	354	366333	58613.28	307719.72	1844.94	682
670	9337	356	437	261	266869	42699.04	224169.96	945.11	823
671	9708	484	465	299	304021	72965.04	231055.96	1537.22	626
672	3287	248	486	257	401001	104260.26	296740.74	1416.69	755
673	4152	296	462	364	254367	27980.37	226386.63	1357.3	672
674	4084	212	406	376	300438	54078.84	246359.16	1807.7	525
675	5417	357	435	284	462223	55466.76	406756.24	2706.16	643
676	2688	317	351	244	433777	65066.55	368710.45	1760.28	760
677	5723	477	481	429	405855	40585.5	365269.5	2680.22	543
678	5620	343	381	421	281093	36542.09	244550.91	1167.52	788
679	3380	495	355	281	327384	58929.12	268454.88	1281.64	782
680	3412	332	427	316	456159	104916.57	351242.43	1885.55	707
681	9608	449	428	257	295010	70802.4	224207.6	1491.66	637
682	9577	230	414	328	281765	16905.9	264859.1	1943.44	527
683	8127	495	466	207	363767	65478.06	298288.94	1788.39	678
684	2136	229	389	363	262473	68242.98	194230.02	818.88	837
685	7771	404	375	443	405133	97231.92	307901.08	1469.97	755
686	6142	399	403	436	296248	41474.72	254773.28	1074.13	820
687	9213	297	357	244	409752	20487.6	389264.4	2333.84	654
688	7447	313	438	217	441158	101466.34	339691.66	1621.74	756
689	2271	265	362	299	246500	41905	204595	1501.25	584
690	7005	446	398	252	354126	28330.08	325795.92	2167.53	607
691	5663	396	442	403	265162	31819.44	233342.56	1712.19	505
692	5185	426	440	346	337468	33746.8	303721.2	1630.44	701
693	2526	485	373	328	469400	70410	398990	2927.65	588
694	7833	272	411	206	246970	54333.4	192636.6	1154.95	687
695	8463	297	386	250	358221	57315.36	300905.64	1804.08	656
696	3060	258	439	227	350162	70032.4	280129.6	1337.38	778
697	4085	328	390	445	238121	11906.05	226214.95	1659.89	561
698	4833	325	457	244	454325	45432.5	408892.5	2451.52	658
699	4889	217	427	231	328457	19707.42	308749.58	2265.5	568
700	4877	291	410	293	364954	83939.42	281014.58	1684.82	654
701	5656	380	417	210	405173	56724.22	348448.78	1469.07	830
702	4394	494	369	326	443632	66544.8	377087.2	2766.93	574
703	5246	459	467	299	348878	52331.7	296546.3	1972.93	637
704	8410	259	477	260	263580	55351.8	208228.2	1385.35	650
705	4930	490	416	219	309397	27845.73	281551.27	1873.17	602
706	8396	317	470	275	247583	29709.96	217873.04	1169.59	701
707	4007	360	449	244	262323	15739.38	246583.62	1478.39	678
708	3128	424	430	413	437206	52464.72	384741.28	2306.72	688
709	7686	237	354	375	377299	37729.9	339569.1	1431.64	831
710	4409	343	370	293	419890	109171.4	310718.6	2067.22	634
711	6599	267	412	288	247736	64411.36	183324.64	1219.66	606
712	4227	246	400	310	371643	104060.04	267582.96	1277.48	793
713	4362	399	361	338	381868	64917.56	316950.44	1900.28	655
714	3379	405	438	257	478702	129249.54	349452.46	1668.34	769
715	8518	405	403	252	487975	34158.25	453816.75	2166.59	761
716	6043	463	446	362	461646	101562.12	360083.88	1518.13	845
717	5610	249	459	302	490675	49067.5	441607.5	2370.64	743
718	9049	487	388	308	454474	77260.58	377213.42	2767.86	543
719	7068	359	411	427	396695	51570.35	345124.65	2296.12	646
720	2179	331	426	308	379069	34116.21	344952.79	2294.98	642
721	9570	223	365	386	430864	90481.44	340382.56	2040.77	687
722	2789	388	404	331	347649	41717.88	305931.12	2035.37	637
723	6919	280	418	294	348843	83722.32	265120.68	1589.53	666
724	5779	353	467	360	313512	59567.28	253944.72	1363.23	742
725	5452	467	362	441	328858	52617.28	276240.72	1837.84	627
726	7933	277	422	369	383610	57541.5	326068.5	2392.58	541
727	7547	318	488	343	362709	58033.44	304675.56	1454.57	791
728	2252	463	391	358	392691	86392.02	306298.98	2037.81	623
729	5473	268	414	315	340840	74984.8	265855.2	1950.75	548
730	2502	251	392	309	428853	68616.48	360236.52	2643.29	566
731	7360	343	497	379	487765	131696.55	356068.45	2368.93	613
732	2281	392	393	391	288149	40340.86	247808.14	1330.29	709
733	5677	440	382	387	255177	22965.93	232211.07	1544.91	632
734	7181	464	473	280	329748	59354.64	270393.36	1798.93	612
735	9349	360	393	408	277099	69274.75	207824.25	1382.66	623
736	9995	481	376	325	340074	74816.28	265257.72	1266.38	754
737	9515	476	377	340	321314	64262.8	257051.2	1886.15	580
738	3792	254	443	213	283485	56697	226788	1217.45	716
739	9143	423	351	352	458124	132855.96	325268.04	1552.88	775
740	3215	377	492	365	454661	72745.76	381915.24	1823.32	782
741	2381	481	412	443	263067	39460.05	223606.95	1340.64	677
742	8888	487	477	275	490545	132447.15	358097.85	1509.75	821
743	8408	395	412	360	266015	29261.65	236753.35	1737.21	554
744	6353	459	441	430	299956	68989.88	230966.12	1694.75	591
745	3136	354	356	215	466815	116703.75	350111.25	2568.99	649
746	8319	230	380	442	238150	69063.5	169086.5	1240.7	566
747	4243	370	428	311	488324	34182.68	454141.32	1914.68	808
748	5178	238	396	434	309950	30995	278955	1672.48	683
749	2988	304	484	434	411362	61704.3	349657.7	1669.32	796
750	4175	486	361	437	239443	40705.31	198737.69	1458.27	530
751	7310	331	457	390	302402	87696.58	214705.42	1287.27	653
752	4464	289	400	236	404654	40465.4	364188.6	2672.29	566
753	2089	286	426	252	433339	112668.14	320670.86	2352.97	542
754	7880	303	370	372	331500	69615	261885	1742.33	620
755	6165	387	464	448	312256	37470.72	274785.28	1828.15	749
756	3774	326	378	363	491041	49104.1	441936.9	3242.78	594
757	7705	489	414	283	237048	35557.2	201490.8	1208.04	691
758	6706	355	444	424	495617	143728.93	351888.07	1483.57	835
759	4261	350	370	327	484483	38758.64	445724.36	1879.19	844
760	9166	236	448	214	240456	64923.12	175532.88	942.3	707
761	4630	279	474	219	255773	48596.87	207176.13	1378.35	610
762	5791	449	498	370	422563	54933.19	367629.81	2204.13	664
763	6298	231	451	251	481991	62658.83	419332.17	3076.91	527
764	8405	396	462	347	284007	82362.03	201644.97	1082.47	705
765	5290	483	461	367	272582	27258.2	245323.8	1316.95	747
766	3947	385	376	355	346564	41587.68	304976.32	1456	757
767	8376	201	446	422	255822	66513.72	189308.28	1135	682
768	8105	285	419	259	414496	41449.6	373046.4	2236.6	676
769	8340	358	353	258	235495	63583.65	171911.35	724.79	843
770	3077	488	471	237	440817	105796.08	335020.92	2458.26	547
771	5520	323	453	216	482847	140025.63	342821.37	2515.5	597
772	9630	310	385	325	399779	39977.9	359801.1	2640.09	588
